"Subject" "Activity" "Measurement" "Average"
17 "LAYING" "fBodyAcc.std.Z" -0.95
17 "LAYING" "fBodyAcc.meanFreq.X" -0.12
17 "LAYING" "fBodyAcc.meanFreq.Y" 0.05
17 "LAYING" "fBodyAcc.meanFreq.Z" 0.08
17 "LAYING" "fBodyAccJerk.mean.X" -0.98
17 "LAYING" "fBodyAccJerk.mean.Y" -0.98
17 "LAYING" "fBodyAccJerk.mean.Z" -0.98
17 "LAYING" "fBodyAccJerk.std.X" -0.98
17 "LAYING" "fBodyAccJerk.std.Y" -0.98
17 "LAYING" "fBodyAccJerk.std.Z" -0.98
17 "LAYING" "fBodyAccJerk.meanFreq.X" 0.19
17 "LAYING" "fBodyAccJerk.meanFreq.Y" 0.03
17 "LAYING" "fBodyAccJerk.meanFreq.Z" 0.03
17 "LAYING" "fBodyGyro.mean.X" -0.97
17 "LAYING" "fBodyGyro.mean.Y" -0.97
17 "LAYING" "fBodyGyro.mean.Z" -0.98
17 "LAYING" "fBodyGyro.std.X" -0.98
17 "LAYING" "fBodyGyro.std.Y" -0.97
17 "LAYING" "fBodyGyro.std.Z" -0.98
17 "LAYING" "fBodyGyro.meanFreq.X" 0.01
17 "LAYING" "fBodyGyro.meanFreq.Y" 0.02
17 "LAYING" "fBodyGyro.meanFreq.Z" 0.13
17 "LAYING" "fBodyAccMag.mean" -0.96
17 "LAYING" "fBodyAccMag.std" -0.95
17 "LAYING" "fBodyAccMag.meanFreq" -0.05
17 "LAYING" "fBodyBodyAccJerkMag.mean" -0.98
17 "LAYING" "fBodyBodyAccJerkMag.std" -0.98
17 "LAYING" "fBodyBodyAccJerkMag.meanFreq" 0.37
17 "LAYING" "fBodyBodyGyroMag.mean" -0.97
17 "LAYING" "fBodyBodyGyroMag.std" -0.96
17 "LAYING" "fBodyBodyGyroMag.meanFreq" -0.05
17 "LAYING" "fBodyBodyGyroJerkMag.mean" -0.98
17 "LAYING" "fBodyBodyGyroJerkMag.std" -0.98
17 "LAYING" "fBodyBodyGyroJerkMag.meanFreq" 0.24
18 "WALKING" "tBodyAcc.mean.X" 0.27
18 "WALKING" "tBodyAcc.mean.Y" -0.02
18 "WALKING" "tBodyAcc.mean.Z" -0.1
18 "WALKING" "tBodyAcc.std.X" -0.38
18 "WALKING" "tBodyAcc.std.Y" -0.23
18 "WALKING" "tBodyAcc.std.Z" -0.43
18 "WALKING" "tGravityAcc.mean.X" 0.92
18 "WALKING" "tGravityAcc.mean.Y" -0.25
18 "WALKING" "tGravityAcc.mean.Z" -0.06
18 "WALKING" "tGravityAcc.std.X" -0.98
18 "WALKING" "tGravityAcc.std.Y" -0.98
18 "WALKING" "tGravityAcc.std.Z" -0.97
18 "WALKING" "tBodyAccJerk.mean.X" 0.08
18 "WALKING" "tBodyAccJerk.mean.Y" 0.03
18 "WALKING" "tBodyAccJerk.mean.Z" 0.01
18 "WALKING" "tBodyAccJerk.std.X" -0.37
18 "WALKING" "tBodyAccJerk.std.Y" -0.32
18 "WALKING" "tBodyAccJerk.std.Z" -0.63
18 "WALKING" "tBodyGyro.mean.X" -0.04
18 "WALKING" "tBodyGyro.mean.Y" -0.06
18 "WALKING" "tBodyGyro.mean.Z" 0.09
18 "WALKING" "tBodyGyro.std.X" -0.7
18 "WALKING" "tBodyGyro.std.Y" -0.5
18 "WALKING" "tBodyGyro.std.Z" -0.51
18 "WALKING" "tBodyGyroJerk.mean.X" -0.1
18 "WALKING" "tBodyGyroJerk.mean.Y" -0.04
18 "WALKING" "tBodyGyroJerk.mean.Z" -0.05
18 "WALKING" "tBodyGyroJerk.std.X" -0.58
18 "WALKING" "tBodyGyroJerk.std.Y" -0.69
18 "WALKING" "tBodyGyroJerk.std.Z" -0.66
18 "WALKING" "tBodyAccMag.mean" -0.29
18 "WALKING" "tBodyAccMag.std" -0.46
18 "WALKING" "tGravityAccMag.mean" -0.29
18 "WALKING" "tGravityAccMag.std" -0.46
18 "WALKING" "tBodyAccJerkMag.mean" -0.38
18 "WALKING" "tBodyAccJerkMag.std" -0.43
18 "WALKING" "tBodyGyroMag.mean" -0.5
18 "WALKING" "tBodyGyroMag.std" -0.61
18 "WALKING" "tBodyGyroJerkMag.mean" -0.64
18 "WALKING" "tBodyGyroJerkMag.std" -0.73
18 "WALKING" "fBodyAcc.mean.X" -0.37
18 "WALKING" "fBodyAcc.mean.Y" -0.24
18 "WALKING" "fBodyAcc.mean.Z" -0.49
18 "WALKING" "fBodyAcc.std.X" -0.38
18 "WALKING" "fBodyAcc.std.Y" -0.27
18 "WALKING" "fBodyAcc.std.Z" -0.44
18 "WALKING" "fBodyAcc.meanFreq.X" -0.36
18 "WALKING" "fBodyAcc.meanFreq.Y" 0.06
18 "WALKING" "fBodyAcc.meanFreq.Z" 0
18 "WALKING" "fBodyAccJerk.mean.X" -0.41
18 "WALKING" "fBodyAccJerk.mean.Y" -0.36
18 "WALKING" "fBodyAccJerk.mean.Z" -0.6
18 "WALKING" "fBodyAccJerk.std.X" -0.38
18 "WALKING" "fBodyAccJerk.std.Y" -0.32
18 "WALKING" "fBodyAccJerk.std.Z" -0.66
18 "WALKING" "fBodyAccJerk.meanFreq.X" -0.35
18 "WALKING" "fBodyAccJerk.meanFreq.Y" -0.34
18 "WALKING" "fBodyAccJerk.meanFreq.Z" -0.21
18 "WALKING" "fBodyGyro.mean.X" -0.61
18 "WALKING" "fBodyGyro.mean.Y" -0.57
18 "WALKING" "fBodyGyro.mean.Z" -0.54
18 "WALKING" "fBodyGyro.std.X" -0.73
18 "WALKING" "fBodyGyro.std.Y" -0.46
18 "WALKING" "fBodyGyro.std.Z" -0.55
18 "WALKING" "fBodyGyro.meanFreq.X" 0.02
18 "WALKING" "fBodyGyro.meanFreq.Y" -0.28
18 "WALKING" "fBodyGyro.meanFreq.Z" -0.24
18 "WALKING" "fBodyAccMag.mean" -0.42
18 "WALKING" "fBodyAccMag.std" -0.57
18 "WALKING" "fBodyAccMag.meanFreq" 0.13
18 "WALKING" "fBodyBodyAccJerkMag.mean" -0.41
18 "WALKING" "fBodyBodyAccJerkMag.std" -0.44
18 "WALKING" "fBodyBodyAccJerkMag.meanFreq" 0.09
18 "WALKING" "fBodyBodyGyroMag.mean" -0.62
18 "WALKING" "fBodyBodyGyroMag.std" -0.67
18 "WALKING" "fBodyBodyGyroMag.meanFreq" 0.18
18 "WALKING" "fBodyBodyGyroJerkMag.mean" -0.71
18 "WALKING" "fBodyBodyGyroJerkMag.std" -0.77
18 "WALKING" "fBodyBodyGyroJerkMag.meanFreq" 0.27
18 "WALKING_UPSTAIRS" "tBodyAcc.mean.X" 0.27
18 "WALKING_UPSTAIRS" "tBodyAcc.mean.Y" -0.02
18 "WALKING_UPSTAIRS" "tBodyAcc.mean.Z" -0.11
18 "WALKING_UPSTAIRS" "tBodyAcc.std.X" -0.38
18 "WALKING_UPSTAIRS" "tBodyAcc.std.Y" -0.21
18 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.31
18 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.88
18 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.32
18 "WALKING_UPSTAIRS" "tGravityAcc.mean.Z" -0.11
18 "WALKING_UPSTAIRS" "tGravityAcc.std.X" -0.96
18 "WALKING_UPSTAIRS" "tGravityAcc.std.Y" -0.94
18 "WALKING_UPSTAIRS" "tGravityAcc.std.Z" -0.91
18 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.X" 0.08
18 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Y" 0.02
18 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Z" 0.01
18 "WALKING_UPSTAIRS" "tBodyAccJerk.std.X" -0.56
18 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Y" -0.57
18 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Z" -0.76
18 "WALKING_UPSTAIRS" "tBodyGyro.mean.X" -0.05
18 "WALKING_UPSTAIRS" "tBodyGyro.mean.Y" -0.05
18 "WALKING_UPSTAIRS" "tBodyGyro.mean.Z" 0.09
18 "WALKING_UPSTAIRS" "tBodyGyro.std.X" -0.59
18 "WALKING_UPSTAIRS" "tBodyGyro.std.Y" -0.51
18 "WALKING_UPSTAIRS" "tBodyGyro.std.Z" -0.43
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.X" -0.09
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Y" -0.05
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Z" -0.07
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.X" -0.76
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Y" -0.83
18 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Z" -0.72
18 "WALKING_UPSTAIRS" "tBodyAccMag.mean" -0.28
18 "WALKING_UPSTAIRS" "tBodyAccMag.std" -0.37
18 "WALKING_UPSTAIRS" "tGravityAccMag.mean" -0.28
18 "WALKING_UPSTAIRS" "tGravityAccMag.std" -0.37
18 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean" -0.6
18 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std" -0.58
18 "WALKING_UPSTAIRS" "tBodyGyroMag.mean" -0.37
18 "WALKING_UPSTAIRS" "tBodyGyroMag.std" -0.53
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean" -0.78
18 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std" -0.84
18 "WALKING_UPSTAIRS" "fBodyAcc.mean.X" -0.47
18 "WALKING_UPSTAIRS" "fBodyAcc.mean.Y" -0.36
18 "WALKING_UPSTAIRS" "fBodyAcc.mean.Z" -0.52
18 "WALKING_UPSTAIRS" "fBodyAcc.std.X" -0.35
18 "WALKING_UPSTAIRS" "fBodyAcc.std.Y" -0.19
18 "WALKING_UPSTAIRS" "fBodyAcc.std.Z" -0.27
18 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.X" -0.52
18 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Y" -0.25
18 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Z" -0.41
18 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.X" -0.59
18 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Y" -0.58
18 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Z" -0.74
18 "WALKING_UPSTAIRS" "fBodyAccJerk.std.X" -0.58
18 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Y" -0.59
18 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Z" -0.78
18 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.X" -0.44
18 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.47
18 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.51
18 "WALKING_UPSTAIRS" "fBodyGyro.mean.X" -0.59
18 "WALKING_UPSTAIRS" "fBodyGyro.mean.Y" -0.65
18 "WALKING_UPSTAIRS" "fBodyGyro.mean.Z" -0.5
18 "WALKING_UPSTAIRS" "fBodyGyro.std.X" -0.6
18 "WALKING_UPSTAIRS" "fBodyGyro.std.Y" -0.44
18 "WALKING_UPSTAIRS" "fBodyGyro.std.Z" -0.47
18 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.X" -0.3
18 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Y" -0.5
18 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Z" -0.32
18 "WALKING_UPSTAIRS" "fBodyAccMag.mean" -0.44
18 "WALKING_UPSTAIRS" "fBodyAccMag.std" -0.44
18 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq" -0.22
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean" -0.57
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std" -0.59
18 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq" -0.03
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean" -0.65
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std" -0.53
18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq" -0.34
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.83
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std" -0.86
18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.08
18 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.X" 0.29
18 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Y" -0.02
18 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Z" -0.1
18 "WALKING_DOWNSTAIRS" "tBodyAcc.std.X" -0.3
18 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Y" -0.25
18 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.42
18 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.93
18 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.23
18 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Z" -0.05
18 "WALKING_DOWNSTAIRS" "tGravityAcc.std.X" -0.96
18 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Y" -0.93
18 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Z" -0.92
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.X" 0.08
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Y" 0
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Z" -0.01
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.X" -0.39
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Y" -0.45
18 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Z" -0.65
18 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.X" -0.06
18 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Y" -0.06
18 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Z" 0.1
18 "WALKING_DOWNSTAIRS" "tBodyGyro.std.X" -0.5
18 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Y" -0.62
18 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Z" -0.48
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.X" -0.08
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Y" -0.05
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Z" -0.06
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.X" -0.68
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Y" -0.75
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Z" -0.61
18 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean" -0.29
18 "WALKING_DOWNSTAIRS" "tBodyAccMag.std" -0.23
18 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean" -0.29
18 "WALKING_DOWNSTAIRS" "tGravityAccMag.std" -0.23
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean" -0.47
18 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std" -0.38
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean" -0.38
18 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std" -0.51
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean" -0.7
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std" -0.74
18 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.X" -0.35
18 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Y" -0.31
18 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Z" -0.51
18 "WALKING_DOWNSTAIRS" "fBodyAcc.std.X" -0.29
18 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Y" -0.27
18 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Z" -0.42
18 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.X" -0.44
18 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Y" -0.14
18 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Z" -0.1
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.X" -0.41
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Y" -0.47
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Z" -0.62
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.X" -0.42
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Y" -0.46
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Z" -0.68
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.X" -0.33
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.43
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.31
18 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.X" -0.49
18 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Y" -0.64
18 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Z" -0.45
18 "WALKING_DOWNSTAIRS" "fBodyGyro.std.X" -0.51
18 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Y" -0.61
18 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Z" -0.54
18 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.X" -0.3
18 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Y" -0.24
18 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Z" -0.21
18 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean" -0.24
18 "WALKING_DOWNSTAIRS" "fBodyAccMag.std" -0.34
18 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq" -0.08
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean" -0.38
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std" -0.39
18 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq" 0.01
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean" -0.6
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std" -0.53
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq" -0.16
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.74
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std" -0.76
18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.07
18 "SITTING" "tBodyAcc.mean.X" 0.28
18 "SITTING" "tBodyAcc.mean.Y" -0.01
18 "SITTING" "tBodyAcc.mean.Z" -0.11
18 "SITTING" "tBodyAcc.std.X" -0.99
18 "SITTING" "tBodyAcc.std.Y" -0.97
18 "SITTING" "tBodyAcc.std.Z" -0.98
18 "SITTING" "tGravityAcc.mean.X" 0.91
18 "SITTING" "tGravityAcc.mean.Y" 0.13
18 "SITTING" "tGravityAcc.mean.Z" 0.16
18 "SITTING" "tGravityAcc.std.X" -0.99
18 "SITTING" "tGravityAcc.std.Y" -0.98
18 "SITTING" "tGravityAcc.std.Z" -0.98
18 "SITTING" "tBodyAccJerk.mean.X" 0.08
18 "SITTING" "tBodyAccJerk.mean.Y" 0.01
18 "SITTING" "tBodyAccJerk.mean.Z" 0
18 "SITTING" "tBodyAccJerk.std.X" -0.99
18 "SITTING" "tBodyAccJerk.std.Y" -0.98
18 "SITTING" "tBodyAccJerk.std.Z" -0.99
18 "SITTING" "tBodyGyro.mean.X" -0.03
18 "SITTING" "tBodyGyro.mean.Y" -0.07
18 "SITTING" "tBodyGyro.mean.Z" 0.08
18 "SITTING" "tBodyGyro.std.X" -0.99
18 "SITTING" "tBodyGyro.std.Y" -0.99
18 "SITTING" "tBodyGyro.std.Z" -0.98
18 "SITTING" "tBodyGyroJerk.mean.X" -0.1
18 "SITTING" "tBodyGyroJerk.mean.Y" -0.04
18 "SITTING" "tBodyGyroJerk.mean.Z" -0.05
18 "SITTING" "tBodyGyroJerk.std.X" -0.99
18 "SITTING" "tBodyGyroJerk.std.Y" -0.99
18 "SITTING" "tBodyGyroJerk.std.Z" -0.99
18 "SITTING" "tBodyAccMag.mean" -0.98
18 "SITTING" "tBodyAccMag.std" -0.98
18 "SITTING" "tGravityAccMag.mean" -0.98
18 "SITTING" "tGravityAccMag.std" -0.98
18 "SITTING" "tBodyAccJerkMag.mean" -0.99
18 "SITTING" "tBodyAccJerkMag.std" -0.99
18 "SITTING" "tBodyGyroMag.mean" -0.98
18 "SITTING" "tBodyGyroMag.std" -0.98
18 "SITTING" "tBodyGyroJerkMag.mean" -0.99
18 "SITTING" "tBodyGyroJerkMag.std" -0.99
18 "SITTING" "fBodyAcc.mean.X" -0.99
18 "SITTING" "fBodyAcc.mean.Y" -0.98
18 "SITTING" "fBodyAcc.mean.Z" -0.98
18 "SITTING" "fBodyAcc.std.X" -0.99
18 "SITTING" "fBodyAcc.std.Y" -0.97
18 "SITTING" "fBodyAcc.std.Z" -0.98
18 "SITTING" "fBodyAcc.meanFreq.X" 0.05
18 "SITTING" "fBodyAcc.meanFreq.Y" 0.17
18 "SITTING" "fBodyAcc.meanFreq.Z" 0.17
18 "SITTING" "fBodyAccJerk.mean.X" -0.99
18 "SITTING" "fBodyAccJerk.mean.Y" -0.98
18 "SITTING" "fBodyAccJerk.mean.Z" -0.99
18 "SITTING" "fBodyAccJerk.std.X" -0.99
18 "SITTING" "fBodyAccJerk.std.Y" -0.99
18 "SITTING" "fBodyAccJerk.std.Z" -0.99
18 "SITTING" "fBodyAccJerk.meanFreq.X" 0.23
18 "SITTING" "fBodyAccJerk.meanFreq.Y" 0.01
18 "SITTING" "fBodyAccJerk.meanFreq.Z" 0.04
18 "SITTING" "fBodyGyro.mean.X" -0.99
18 "SITTING" "fBodyGyro.mean.Y" -0.99
18 "SITTING" "fBodyGyro.mean.Z" -0.98
18 "SITTING" "fBodyGyro.std.X" -0.99
18 "SITTING" "fBodyGyro.std.Y" -0.99
18 "SITTING" "fBodyGyro.std.Z" -0.98
18 "SITTING" "fBodyGyro.meanFreq.X" 0.11
18 "SITTING" "fBodyGyro.meanFreq.Y" -0.15
18 "SITTING" "fBodyGyro.meanFreq.Z" 0.1
18 "SITTING" "fBodyAccMag.mean" -0.98
18 "SITTING" "fBodyAccMag.std" -0.98
18 "SITTING" "fBodyAccMag.meanFreq" 0.3
18 "SITTING" "fBodyBodyAccJerkMag.mean" -0.99
18 "SITTING" "fBodyBodyAccJerkMag.std" -0.99
18 "SITTING" "fBodyBodyAccJerkMag.meanFreq" 0.46
18 "SITTING" "fBodyBodyGyroMag.mean" -0.99
18 "SITTING" "fBodyBodyGyroMag.std" -0.98
18 "SITTING" "fBodyBodyGyroMag.meanFreq" 0.05
18 "SITTING" "fBodyBodyGyroJerkMag.mean" -0.99
18 "SITTING" "fBodyBodyGyroJerkMag.std" -0.99
18 "SITTING" "fBodyBodyGyroJerkMag.meanFreq" 0.33
18 "STANDING" "tBodyAcc.mean.X" 0.28
18 "STANDING" "tBodyAcc.mean.Y" -0.02
18 "STANDING" "tBodyAcc.mean.Z" -0.11
18 "STANDING" "tBodyAcc.std.X" -0.99
18 "STANDING" "tBodyAcc.std.Y" -0.95
18 "STANDING" "tBodyAcc.std.Z" -0.96
18 "STANDING" "tGravityAcc.mean.X" 0.95
18 "STANDING" "tGravityAcc.mean.Y" -0.2
18 "STANDING" "tGravityAcc.mean.Z" -0.05
18 "STANDING" "tGravityAcc.std.X" -0.99
18 "STANDING" "tGravityAcc.std.Y" -0.98
18 "STANDING" "tGravityAcc.std.Z" -0.98
18 "STANDING" "tBodyAccJerk.mean.X" 0.08
18 "STANDING" "tBodyAccJerk.mean.Y" 0.01
18 "STANDING" "tBodyAccJerk.mean.Z" 0
18 "STANDING" "tBodyAccJerk.std.X" -0.99
18 "STANDING" "tBodyAccJerk.std.Y" -0.98
18 "STANDING" "tBodyAccJerk.std.Z" -0.99
18 "STANDING" "tBodyGyro.mean.X" -0.03
18 "STANDING" "tBodyGyro.mean.Y" -0.07
18 "STANDING" "tBodyGyro.mean.Z" 0.08
18 "STANDING" "tBodyGyro.std.X" -0.96
18 "STANDING" "tBodyGyro.std.Y" -0.98
18 "STANDING" "tBodyGyro.std.Z" -0.97
18 "STANDING" "tBodyGyroJerk.mean.X" -0.1
18 "STANDING" "tBodyGyroJerk.mean.Y" -0.04
18 "STANDING" "tBodyGyroJerk.mean.Z" -0.05
18 "STANDING" "tBodyGyroJerk.std.X" -0.98
18 "STANDING" "tBodyGyroJerk.std.Y" -0.99
18 "STANDING" "tBodyGyroJerk.std.Z" -0.99
18 "STANDING" "tBodyAccMag.mean" -0.97
18 "STANDING" "tBodyAccMag.std" -0.97
18 "STANDING" "tGravityAccMag.mean" -0.97
18 "STANDING" "tGravityAccMag.std" -0.97
18 "STANDING" "tBodyAccJerkMag.mean" -0.99
18 "STANDING" "tBodyAccJerkMag.std" -0.99
18 "STANDING" "tBodyGyroMag.mean" -0.96
18 "STANDING" "tBodyGyroMag.std" -0.96
18 "STANDING" "tBodyGyroJerkMag.mean" -0.99
18 "STANDING" "tBodyGyroJerkMag.std" -0.99
18 "STANDING" "fBodyAcc.mean.X" -0.99
18 "STANDING" "fBodyAcc.mean.Y" -0.96
18 "STANDING" "fBodyAcc.mean.Z" -0.98
18 "STANDING" "fBodyAcc.std.X" -0.99
18 "STANDING" "fBodyAcc.std.Y" -0.95
18 "STANDING" "fBodyAcc.std.Z" -0.96
18 "STANDING" "fBodyAcc.meanFreq.X" 0.02
18 "STANDING" "fBodyAcc.meanFreq.Y" -0.04
18 "STANDING" "fBodyAcc.meanFreq.Z" -0.02
18 "STANDING" "fBodyAccJerk.mean.X" -0.99
18 "STANDING" "fBodyAccJerk.mean.Y" -0.98
18 "STANDING" "fBodyAccJerk.mean.Z" -0.99
18 "STANDING" "fBodyAccJerk.std.X" -0.99
18 "STANDING" "fBodyAccJerk.std.Y" -0.98
18 "STANDING" "fBodyAccJerk.std.Z" -0.99
18 "STANDING" "fBodyAccJerk.meanFreq.X" 0.2
18 "STANDING" "fBodyAccJerk.meanFreq.Y" -0.16
18 "STANDING" "fBodyAccJerk.meanFreq.Z" 0
18 "STANDING" "fBodyGyro.mean.X" -0.96
18 "STANDING" "fBodyGyro.mean.Y" -0.98
18 "STANDING" "fBodyGyro.mean.Z" -0.97
18 "STANDING" "fBodyGyro.std.X" -0.96
18 "STANDING" "fBodyGyro.std.Y" -0.98
18 "STANDING" "fBodyGyro.std.Z" -0.97
18 "STANDING" "fBodyGyro.meanFreq.X" -0.25
18 "STANDING" "fBodyGyro.meanFreq.Y" -0.26
18 "STANDING" "fBodyGyro.meanFreq.Z" -0.1
18 "STANDING" "fBodyAccMag.mean" -0.98
18 "STANDING" "fBodyAccMag.std" -0.97
18 "STANDING" "fBodyAccMag.meanFreq" 0.04
18 "STANDING" "fBodyBodyAccJerkMag.mean" -0.98
18 "STANDING" "fBodyBodyAccJerkMag.std" -0.99
18 "STANDING" "fBodyBodyAccJerkMag.meanFreq" 0.36
18 "STANDING" "fBodyBodyGyroMag.mean" -0.97
18 "STANDING" "fBodyBodyGyroMag.std" -0.96
18 "STANDING" "fBodyBodyGyroMag.meanFreq" -0.21
18 "STANDING" "fBodyBodyGyroJerkMag.mean" -0.99
18 "STANDING" "fBodyBodyGyroJerkMag.std" -0.99
18 "STANDING" "fBodyBodyGyroJerkMag.meanFreq" 0.1
18 "LAYING" "tBodyAcc.mean.X" 0.27
